重安醫院    842高雄市旗山區大仁街18號
社團法人台灣社區關懷愛心服務協會    242新北市新莊區立廷里16鄰立信三街25之3號11樓
社團法人宜蘭縣身心障礙職業技能促進協會 265宜蘭縣羅東鎮復興路二段261巷136弄9號
社團法人高雄市海洋之星社會服務協會   813高雄市左營區新中里18鄰自由三路101巷12號
社團法人高雄市社福慈善團體聯合會    830高雄市鳳山區高雄市鳳山區光復二路241號4樓
財團法人中華民國兒童福利聯盟文教基金會新竹工作站    302新竹縣竹北市博愛街45號3F
財團法人十方啟智文教基金會附設十方啟能中心   406台中市北屯區東山里橫坑巷77-2號
財團法人台中市私立弘毓社會福利基金會大甲服務處 437台中市大甲區水源路169號3樓
財團法人台中市私立張秀菊社會福利慈善事業基金會 406台中市北屯區崇德路3段938號
財團法人台灣世界展望會西區辦事處苗濱中心    358苗栗縣苑裡鎮新復里新復70之1號2樓
財團法人呂旭立紀念文教基金會  106台北市大安區羅斯福路三段大學里21鄰245號8樓之2
財團法人基督教救世軍埔里青少年綜合服務中心   545南投縣埔里鎮西安路一段347之2號
財團法人天主教會嘉義教區附設嘉義縣私立安仁家園 615嘉義縣六腳鄉蒜東村272之1號
財團法人天主教福利會附設台北縣私立約納家園   222新北市深坑區北深路二段155號1樓
財團法人弘道老人福利基金會-臺中服務處(民權辦公室)  403台中市西區民權路234號3樓
財團法人臺灣省私立光明仁愛之家 545南投縣埔里鎮南投縣埔里鎮蜈蚣里鯉魚路25-3號
財團法人苗栗縣私立海青老人養護中心   357苗栗縣通霄鎮通宵鎮坪頂里15鄰坪頂142-5號
財團法人雙福社會福利慈善事業基金會（信義堂）  110台北市信義區光復南路443巷9號
高雄市私立健生老人養護中心   801高雄市前金區高雄市前金區新生里七賢二路426號3樓
高雄市私立天誠老人養護中心   807高雄市三民區高雄市三民區德仁里九如二路150號5樓
高雄市私立親親養護中心 806高雄市前鎮區高雄市前鎮區竹中里和平二路205、207號5樓
高雄市私立高生老人養護中心   807高雄市三民區高雄市三民區安和里博愛一路372號6樓
南投縣私立祥和老人養護中心   551南投縣名間鄉南投縣名間鄉東湖村彰南路256-1巷100號
台北市金龍發展中心（委託心路社會福利基金會辦理）    114台北市內湖區金龍路136-1號
台北新事社會服務中心附設南投縣仁愛鄉家婦中心  546南投縣仁愛鄉大同村五福巷16號
台東縣私立一心老人養護中心   950台東縣台東市臺東縣臺東市豐榮里正氣北路339巷19號
嘉義市私立利生養護中心 600嘉義市嘉義市東區短竹里14鄰彌陀路238巷7弄5、7、9、11號
基隆市私立宏安老人養護中心   206基隆市七堵區基隆市七堵區長興里29鄰東新街91號2樓
基隆市私立惠安老人養護中心   201基隆市信義區基隆市信義區禮儀里16鄰東明路97號2樓
宜蘭縣私立五結美德社會福利慈善事業基金會    268宜蘭縣五結鄉孝威村五結路二段10號
宜蘭縣私立幸福老人長期照顧中心(養護型)    265宜蘭縣羅東鎮宜蘭縣羅東鎮西安街313號
屏東縣私立慈航老人養護中心   912屏東縣內埔鄉屏東縣內埔鄉建興村8鄰建興路218巷3號
屏東縣私立青山老人養護中心   912屏東縣內埔鄉屏東縣內埔鄉東勢村大同路3段134之2號
新北市私立佳康老人養護中心   242新北市新莊區新北市新莊區雙鳳路111號4樓、113號4樓
新北市私立國泰老人養護中心   231新北市新店區新北市新店區中正路284巷4弄1號1樓-2樓
新北市私立安濟老人養護中心   221新北市汐止區新北市汐止區福德一路351巷11弄18號2樓
新北市私立永順老人養護中心   235新北市中和區新北市中和區建康路2號5樓、2之2號5樓
新北市私立祥元尊榮老人養護中心 220新北市板橋區新北市板橋區四川路2段16巷8號6樓
新北市私立祥寶老人養護中心   220新北市板橋區新北市板橋區中山路1段206巷6號1樓-2樓
桃園縣私立欣園長期照顧中心(養護型)  327桃園縣新屋鄉新屋鄉頭洲村梅高路三段八號
社團法人屏東縣基督教羅騰園肢體殘障服務協會   900屏東縣屏東市和生路一段851巷17號
社團法人屏東縣葡萄樹身心障礙及弱勢家庭支持協會 900屏東縣屏東市建豐路180巷35號
臺中市私立信望愛老人養護中心  404台中市北區臺中市北區育德里美德街211號2樓至6樓
臺北市私立恆愛老人養護所    116台北市文山區臺北市文山區景行里 021鄰景興路222號2樓
臺北市私立慧光老人養護所    103台北市大同區臺北市大同區星明里 014鄰寧夏路號5樓
臺南市私立太子宮老人養護中心  730台南市新營區臺南市新營區太南里太子宮316之10號
苗栗縣公設民營身心障礙日間照顧中心   360苗栗縣苗栗市嘉新里4鄰經國路四段851號4樓
行政院國軍退除役官兵輔導委員會板橋榮譽國民之家 220新北市板橋區大觀路二段32號
財團法人伊甸社會福利基金會附設高雄市服務中心  807高雄市三民區九如二路583號11樓
財團法人台北縣私立明倫社會福利慈善事業基金會  220新北市板橋區南雅南路二段21號
財團法人台南市私立荷園社會福利慈善事業基金會  710台南市永康區中山南路195巷15號
財團法人台灣兒童暨家庭扶助基金會台東分事務所  950台東縣台東市正氣北路255巷74號
財團法人台灣兒童暨家庭扶助基金會嘉義分事務所  600嘉義市嘉義市西區保安四路52號
財團法人台灣兒童暨家庭扶助基金會基隆分事務所  204基隆市安樂區基金一路110之87號
財團法人台灣基督長老教會原住民教會(谷川教會) 902屏東縣霧台鄉霧台村谷川巷8-1號
財團法人台灣省私立八德殘障教養院（建國院區）  334桃園縣八德市福興里建國路38號
財團法人天主教中華道明修女會附設私立福安老人療養所   630雲林縣斗南鎮興北路99號
財團法人天主教善牧社會福利事業基金會附設台南嬰兒之家  704台南市北區力行街12號
財團法人天主教善牧社會褔利基金會花蓮光復中心  976花蓮縣光復鄉大同村林森路51號
財團法人心路社會福利基金會附設寬寬洗衣坊    105台北市松山區南京東路五段51-1號1樓
財團法人新北市私立秀旺社會福利慈善事業基金會  106台北市大安區浦城街16巷11號1樓
財團法人新北市私立秀旺社會福利慈善事業基金會  237新北市三峽區添福里添福10-12號
財團法人桃園縣美好社會福利基金會    325桃園縣龍潭鄉桃園縣龍潭鄉高平村5鄰崁頂5號
財團法人臺南市私立萬安社會福利慈善事業基金會  720台南市官田區隆田里文化街56號
財團法人苗栗縣私立向陽社會福利慈善事業基金會  351苗栗縣頭份鎮東興路110號3、4樓
財團法人高雄縣私立載道社會福利慈善事業基金會  830高雄市鳳山區凱旋路280之2號3樓
高雄市私立吉仁養護中心 811高雄市楠梓區高雄市楠梓區清豐里34鄰清平街51巷2號1-3樓
高雄市私立孝星老人養護中心   804高雄市鼓山區高雄市鼓山區建國里鼓山三路108巷18號
高雄市私立安和養護中心 806高雄市前鎮區高雄市前鎮區竹中里和平二路205、207號12樓
高雄市私立愛欣老人養護中心   843高雄市美濃區高雄市美濃區中圳里泰安路249巷2之1號
高雄市私立成大老人養護中心   830高雄市鳳山區高雄市鳳山區新富里南京路387巷2之2號
高雄長庚醫院家庭醫學科安寧共同照護組  833高雄市鳥松區高雄市鳥松區大埤路 號
中華藝術文化數位動漫海外推廣協會    105台北市松山區民有里27鄰民權東路三段112號9樓
台北市一壽照顧中心（委託台北市康復之友協會辦理）    116台北市文山區一壽街22號4樓
台北市一壽養護中心（委託伊甸社會福利基金會辦理）    116台北市文山區一壽街22號3樓
台南市私立安康老人養護中心   702台南市南區臺南市南區大忠里大同路二段640巷56弄8號
台南市私立菘博老人養護中心   702台南市南區臺南市南區大忠里大同路二段640巷56弄9號
台東縣私立豐禾老人養護中心   950台東縣台東市臺東縣臺東市豐谷里中華路2段618巷17號
台灣原住民教牧發展協會附設桃園縣都會區家婦中心 335桃園縣大溪鎮埔頂路一段360號
同心樓服務中心（委託天主教華光社會福利基金會辦理）   302新竹縣竹北市中山路220號
基隆市私立愛心老人養護中心   206基隆市七堵區基隆市七堵區堵北里16鄰福一街162號2樓
屏東縣私立信愛老人養護中心   906屏東縣高樹鄉屏東縣高樹鄉高樹村慈新路一段70之8號
屏東縣私立慈德老人養護之家   904屏東縣九如鄉屏東縣九如鄉三塊村三多路286巷65之3號
屏東縣私立柏愛老人養護中心   907屏東縣鹽埔鄉屏東縣鹽埔鄉新二村大仁東街10巷13-9號
彰化縣私立和慷老人養護中心   508彰化縣和美鎮彰化縣和美鎮雅溝里鹿和路5段301巷25號
彰化縣私立竹仔老人養護中心   512彰化縣永靖鄉彰化縣永靖鄉竹子村中正路3段431巷15號
彰化縣私立良安老人長期照護中心 510彰化縣員林鎮彰化縣員林鎮新生里新義街85號3樓
新北市慈芳關懷中心（委託台北市康復之友協會辦理）    236新北市土城區中正路18號6樓
新北市私立祥好尊榮老人養護中心 220新北市板橋區新北市板橋區中山路1段206巷6號4樓
桃園縣私立恩典長期照顧中心（養護型）  333桃園縣龜山鄉龜山鄉萬壽路二段956巷2,3樓
桃園縣私立祐康長期照顧中心養護型    327桃園縣新屋鄉新屋鄉赤欄村一鄰赤牛欄9之29號
社團法人中華民國新生活社會福利發展促進會    252新北市三芝區後厝村土地公坑62之5號
臺中市私立大墩老人養護中心   403台中市西區臺中市西區公正里向上路1段451號3樓至6樓
臺中市私立太夫老人養護中心   420台中市豐原區臺中市豐原區東湳里角潭路2段119巷22號
臺中市私立惠恩老人養護中心   406台中市北屯區臺中市北屯區仁美里崇德路3段746巷90號
臺中市私立曉陽老人長期照顧中心（養護型）    402台中市南區臺中市南區復興北路513號
臺北市博愛發展中心（委託第一社會福利基金會辦理）    104台北市中山區敬業三路160號
臺北市恆愛發展中心（委託第一社會福利基金會辦理）    110台北市信義區松隆路36號6樓
臺北市私立崇順老人養護所    112台北市北投區臺北市北投區關渡里 013鄰知行路54號1~2樓
臺南市私立尚美老人養護中心   717台南市仁德區臺南市仁德區後壁里中正路2段187巷12號
財團法人一粒麥子社會福利慈善事業基金會-鳳中關懷據點  975花蓮縣鳳林鎮仁愛街18號
財團法人中華民國佛教慈濟慈善事業基金會桃園分會 330桃園縣桃園市大業路一段307號
財團法人中華民國兒童福利聯盟文教基金會花蓮工作站    970花蓮縣花蓮市文苑路12號2樓
財團法人伊甸社會福利基金會附設無障礙交通事業部 231新北市新店區寶中路92號9F-1號
財團法人南投縣私立南投仁愛之家（附設育幼所）  540南投縣南投市三興里民族路573號
財團法人台灣世界展望會中區辦事處都市家庭服務中心    403台中市西區五權路1-67號17樓
財團法人台灣世界展望會東區辦事處豐濱工作站   977花蓮縣豐濱鄉豐濱村光豐路32號3樓
財團法人台灣基督長老教會彩虹專案事工中心    106台北市大安區新生南路三段2號6樓之4
財團法人基督教中華協力會附設新竹市伯大尼老人養護中心  300新竹市延平路一段491號
財團法人天主教善牧社會福利基金會善牧台中中心  406台中市北屯區旱溪西路三段260號
財團法人天主教善牧社會福利基金會善牧台東中心  954台東縣卑南鄉太平村太平路536號
